value,label,per,ra,dec,t14,tt
1398,Kepler-341 b,5.195528,19.32411111,43.47276944,0.159,2454965.735
1399,Kepler-341 c,8.01041,19.32411111,43.47276944,0.175667,2454968.315
1400,Kepler-341 d,27.666313,19.32411111,43.47276944,0.252,2454976.868
1401,Kepler-341 e,42.473269,19.32411111,43.47276944,0.298667,2454979.278
1402,Kepler-342 b,15.170318,19.51186944,46.72671111,0.167333,2454965.663
1403,Kepler-342 c,26.234138,19.51186944,46.72671111,0.101458,2454974.999
1404,Kepler-342 d,39.459357,19.51186944,46.72671111,0.340167,2454969.462
1405,Kepler-342 e,1.64422461,19.51187222,46.72672222,0.115925,2454964.751
1406,Kepler-343 b,8.96855,19.46405,42.43301111,0.18025,2454972.39
1407,Kepler-343 c,23.22182,19.46405,42.43301111,0.112833,2454984.066
1408,Kepler-344 b,21.963945,19.49998056,46.32441111,0.1115,2454966.036
1409,Kepler-344 c,125.596809,19.49998056,46.32441111,0.313875,2455048.442
1410,Kepler-345 b,7.415563,19.68191944,45.97101944,0.082125,2454970.815
1411,Kepler-345 c,9.387427,19.68191944,45.97101944,0.0647917,2454970.381
1412,Kepler-346 b,6.511127,19.20078889,46.11761111,0.062875,2454964.706
1413,Kepler-346 c,23.851549,19.20078889,46.11761111,0.099375,2454980.617
1414,Kepler-347 b,12.79836,19.27996944,49.30571944,0.260167,2454966.648
1415,Kepler-347 c,27.320871,19.27996944,49.30571944,0.163625,2454987.306
1416,Kepler-348 b,7.05677,19.817,40.54836944,0.0795417,2454965.532
1417,Kepler-348 c,17.265427,19.817,40.54836944,0.216125,2454968.357
1418,Kepler-349 b,5.929778,19.57843056,44.61558056,0.0985,2454968.491
1419,Kepler-349 c,12.247629,19.57843056,44.61558056,0.136583,2454971.217
1420,Kepler-350 b,11.189562,19.02796944,39.70611111,0.213333,2454973.631
1421,Kepler-351 b,37.054919,19.09685,42.65788056,0.213417,2455033.2
1422,Kepler-351 c,57.24809,19.09685,42.65788056,0.246792,2455017.694
1423,Kepler-351 d,142.544247,19.09684722,42.65788889,0.37288,2455035.885
1424,Kepler-352 b,10.05537,19.9931,46.05196944,0.123458,2455006.233
1425,Kepler-352 c,16.332995,19.9931,46.05196944,0.0884167,2454969.906
1426,Kepler-353 b,5.795278,19.79043889,41.75818056,0.091,2454969.782
1427,Kepler-353 c,8.410894,19.79043889,41.75818056,0.093875,2454966.805
1428,Kepler-354 b,5.47666,19.0501,41.33563889,0.104292,2454968.702
1429,Kepler-354 c,16.934402,19.0501,41.33563889,0.144,2454970.268
1430,Kepler-354 d,24.209842,19.0501,41.33563889,0.182208,2454974.476
1431,Kepler-355 b,11.03189,19.0533,42.81178056,0.205625,2455195.338
1432,Kepler-355 c,25.762294,19.0533,42.81178056,0.284,2454980.705
1433,Kepler-356 b,4.612696,19.49473889,37.68281944,0.123833,2454965.775
1434,Kepler-356 c,13.121632,19.49473889,37.68281944,0.151083,2454966.393
1435,Kepler-357 b,6.475434,19.41621111,44.00871944,0.110458,2454970.579
1436,Kepler-357 c,16.85837,19.41621111,44.00871944,0.084,2454975.343
1437,Kepler-357 d,49.499875,19.41621111,44.00871944,0.27475,2454972.049
1438,Kepler-358 b,34.060467,19.54868056,48.28136944,0.102542,2454974.363
1439,Kepler-358 c,83.488369,19.54868056,48.28136944,0.253667,2455021.538
1440,Kepler-359 b,25.563222,19.55291111,42.19635,0.1785,2455208.284
1441,Kepler-359 c,57.68802,19.55291111,42.19635,0.173375,2454972.941
1442,Kepler-359 d,77.095691,19.55291111,42.19635,0.144833,2455035.674
1443,Kepler-36 b,13.83989,19.41667361,49.23186111,0.280833,2454960.975
1444,Kepler-36 c,16.23855,19.41667361,49.23186111,0.309583,2454955.913
1445,Kepler-360 b,3.289672,19.08565,44.78155,0.0963333,2454964.756
1446,Kepler-360 c,7.186434,19.08565,44.78155,0.0585833,2454969.623
1447,Kepler-361 b,8.486616,19.7869,46.74115,0.215667,2454971.017
1448,Kepler-361 c,55.188023,19.7869,46.74115,0.381958,2455013.75
1449,Kepler-362 b,10.327186,19.45143889,47.5299,0.075125,2454972.379
1450,Kepler-362 c,37.866281,19.45143889,47.5299,0.198708,2454967.358
1451,Kepler-363 b,3.614568,18.87946944,41.30538889,0.141708,2454967.697
1452,Kepler-363 c,7.542427,18.87946944,41.30538889,0.204167,2454965.954
1453,Kepler-363 d,11.932125,18.87946944,41.30538889,0.264583,2454975.105
1454,Kepler-364 b,25.745718,18.77133056,47.39868889,0.290958,2454968.951
1455,Kepler-364 c,59.980627,18.77133056,47.39868889,0.27425,2455009.15
1456,Kepler-365 b,10.664903,19.70843889,49.13043056,0.137208,2454965.01
1457,Kepler-365 c,17.784129,19.70843889,49.13043056,0.160917,2454979.905
1458,Kepler-366 b,3.281959,19.79013889,49.08443889,0.118792,2454965.419
1459,Kepler-366 c,12.51616,19.79013889,49.08443889,0.201583,2454968.029
1460,Kepler-367 b,37.815724,19.81948889,49.98163056,0.192958,2454974.098
1461,Kepler-367 c,53.578637,19.81948889,49.98163056,0.218167,2455004.184
1462,Kepler-368 b,26.84768,19.45866944,45.38793056,0.420208,2454975.168
1463,Kepler-368 c,72.379334,19.45866944,45.38793056,0.320208,2455012.534
1464,Kepler-369 b,2.732756,19.57828056,47.90846111,0.0432083,2455187.096
1465,Kepler-369 c,14.871572,19.57828056,47.90846111,0.101125,2454970.691
1466,Kepler-37 b,13.367308,18.93730722,44.51813889,0.126687,2455017.033
1467,Kepler-37 c,21.301886,18.93730722,44.51813889,0.160221,2455024.8
1468,Kepler-37 d,39.792187,18.93730722,44.51813889,0.193338,2455008.2
1469,Kepler-370 b,4.57953,19.47808056,40.91631111,0.13675,2454968.097
1470,Kepler-370 c,19.02293,19.47808056,40.91631111,0.142417,2454972.662
1471,Kepler-371 b,34.763278,19.48843056,38.65758056,0.173917,2454994.735
1472,Kepler-371 c,67.968015,19.48843056,38.65758056,0.325083,2454996.563
1473,Kepler-372 b,6.849692,19.41708056,49.25895,0.171667,2454967.681
1474,Kepler-372 c,20.053763,19.41708056,49.25895,0.251292,2454969.58
1475,Kepler-372 d,30.092568,19.41708056,49.25895,0.312458,2454982.031
1476,Kepler-373 b,5.535309,19.29253056,50.59705,0.119333,2454965.76
1477,Kepler-373 c,16.725948,19.29253056,50.59705,0.119792,2454976.749
1478,Kepler-374 b,1.897806,19.60918889,42.3705,0.110042,2454965.679
1479,Kepler-374 c,3.282807,19.60918889,42.3705,0.137875,2454964.9
1480,Kepler-374 d,5.028219,19.60918889,42.3705,0.143333,2454967.107
1481,Kepler-375 b,12.125934,19.24118889,48.09841111,0.126667,2454975.104
1482,Kepler-375 c,19.986326,19.24118889,48.09841111,0.15875,2454968.523
1483,Kepler-376 b,4.920199,19.44048056,38.41038889,0.163125,2454968.408
1484,Kepler-376 c,14.172327,19.44048056,38.41038889,0.10875,2454975.598
1485,Kepler-377 b,12.509529,19.6948,38.73568889,0.167583,2454970.008
1486,Kepler-377 c,27.014976,19.6948,38.73568889,0.240667,2454965.508
1487,Kepler-378 b,16.092361,19.66323889,46.43863889,0.0807083,2454975.513
1488,Kepler-378 c,28.906009,19.66323889,46.43863889,0.126792,2454991.822
1489,Kepler-379 b,20.09838,19.71341111,38.94583056,0.212708,2455040.576
1490,Kepler-379 c,62.784697,19.71341111,38.94583056,0.194917,2454990.304
1491,Kepler-380 b,3.930821,18.82631111,48.75913889,0.123417,2454968.199
1492,Kepler-380 c,7.630004,18.82631111,48.75913889,0.122875,2454970.081
1493,Kepler-381 b,5.629021,19.01218889,43.83108056,0.163042,2454967.746
1494,Kepler-381 c,13.391635,19.01218889,43.83108056,0.142375,2454966.055
1495,Kepler-382 b,5.262155,19.94241111,45.86993056,0.134542,2454969.368
1496,Kepler-382 c,12.162701,19.94241111,45.86993056,0.0815833,2454970.533
1497,Kepler-383 b,12.904532,19.42283889,38.36313056,0.138417,2454977.32
1498,Kepler-383 c,31.200751,19.42283889,38.36313056,0.154917,2454973.076
1499,Kepler-384 b,22.597053,19.06841111,44.78286944,0.251292,2454973.42
1500,Kepler-384 c,45.348269,19.06841111,44.78286944,0.194042,2454975.251
1501,Kepler-385 b,10.043686,19.62256944,50.33653889,0.191542,2455186.625
1502,Kepler-385 c,15.163161,19.62256944,50.33653889,0.2835,2454977.457
1503,Kepler-386 b,12.31043,19.32393056,48.69385,0.164125,2454974.863
1504,Kepler-386 c,25.193458,19.32393056,48.69385,0.193083,2454979.432
1505,Kepler-387 b,6.791636,19.18655,45.65671111,0.133208,2454969.487
1506,Kepler-387 c,11.837549,19.18655,45.65671111,0.135667,2454975.212
1507,Kepler-388 b,3.173315,18.98853889,44.60873056,0.0850833,2454966.7
1508,Kepler-388 c,13.297004,18.98853889,44.60873056,0.136542,2454973.948
1509,Kepler-389 b,3.244107,19.464,44.90001944,0.08725,2454965.944
1510,Kepler-389 c,14.51143,19.464,44.90001944,0.123625,2454976.86
1511,Kepler-39 b,21.0874,19.79735222,46.03427778,0.250833,2454972.596
1512,Kepler-390 b,6.738088,19.44191944,41.2086,0.0990417,2454966.323
1513,Kepler-390 c,13.060022,19.44191944,41.2086,0.111042,2454977.331
1514,Kepler-391 b,7.416755,19.37478889,51.0573,0.284667,2454970.959
1515,Kepler-391 c,20.485435,19.37478889,51.0573,0.432542,2454979.924
1516,Kepler-392 b,5.341853,19.24405,43.36808056,0.126792,2454969.301
1517,Kepler-392 c,10.423118,19.24405,43.36808056,0.0944167,2454968.153
1518,Kepler-393 b,9.182417,19.39968056,45.19221111,0.180958,2454967.048
1519,Kepler-393 c,14.613612,19.39968056,45.19221111,0.225042,2454973.412
1520,Kepler-394 b,8.005013,19.75346111,50.67231944,0.142458,2454971.711
1521,Kepler-394 c,12.130686,19.75346111,50.67231944,0.159125,2454972.897
1522,Kepler-395 b,7.054346,19.56741111,45.13658889,0.0795417,2454969.191
1523,Kepler-395 c,34.989262,19.56741111,45.13658889,0.185792,2454977.223
1524,Kepler-397 b,22.250949,19.72626944,42.38045,0.070375,2454982.431
1525,Kepler-397 c,135.498527,19.72626944,42.38045,0.287542,2455066.69
1526,Kepler-398 b,4.081423,19.43123889,40.34385,0.0952917,2454966.858
1527,Kepler-398 c,11.419412,19.43123889,40.34385,0.13925,2454975.118
1528,Kepler-398 d,6.83437001,19.43124444,40.34386111,0.089738,2454969.863
1529,Kepler-399 b,14.425281,19.96678056,40.6708,0.153583,2454969.752
1530,Kepler-399 c,26.67569,19.96678056,40.6708,0.114917,2454982.999
1531,Kepler-399 d,58.034616,19.96678056,40.6708,0.226458,2454971.733
1532,Kepler-4 b,3.21346,19.04102139,50.13575,0.165035,2454956.613
1533,Kepler-40 b,6.87349,19.78757917,47.52652778,0.285833,2455005.52
1534,Kepler-400 b,9.024389,19.3963,40.48003889,0.130333,2454966.538
1535,Kepler-400 c,17.340824,19.3963,40.48003889,0.142708,2454971.967
1536,Kepler-401 b,14.383035,19.33885,50.86348056,0.363708,2454973.56
1537,Kepler-401 c,47.318218,19.33885,50.86348056,0.440792,2455003.06
1538,Kepler-401 d,184.256405,19.33885,50.86347222,0.47012,2455088.258
1539,Kepler-402 b,4.028751,19.22468056,43.35461111,0.124375,2454966.769
1540,Kepler-402 c,6.124821,19.22468056,43.35461111,0.144458,2454967.936
1541,Kepler-402 d,8.921099,19.22468056,43.35461111,0.159917,2454970.491
1542,Kepler-402 e,11.242861,19.22468056,43.35461111,0.17475,2454969.317
1543,Kepler-403 b,7.031462,19.3281,46.74456111,0.243667,2454967.452
1544,Kepler-403 c,54.280749,19.3281,46.74456111,0.223875,2454973.717
1545,Kepler-403 d,13.61159129,19.32809722,46.74455556,0.31283,2454977.172
1546,Kepler-404 b,11.829851,19.09323889,45.34353056,0.234792,2454970.618
1547,Kepler-404 c,14.751166,19.09323889,45.34353056,0.0485833,2454970.138
1548,Kepler-405 b,10.613839,19.4273,38.34001944,0.147417,2455196.737
1549,Kepler-405 c,29.726682,19.4273,38.34001944,0.0639167,2456560.204
1550,Kepler-407 b,0.6693109,19.06908972,49.6145,0.00646396,2454967.132
1551,Kepler-41 b,1.855558,19.63421528,45.98163889,0.099,2454970.2
1552,Kepler-411 c,7.83442788,19.17370556,49.52325,0.116067,2454968.223
1553,Kepler-412 b,1.720861232,19.07402222,43.68096111,0.0865417,2454966.021
1554,Kepler-42 b,1.2137672,19.48126556,44.61933333,0.02061,2455003.483
1555,Kepler-42 c,0.45328509,19.48126556,44.61933333,0.0175976,2454966.87
1556,Kepler-42 d,1.865169,19.48126556,44.61933333,0.0241413,2454966.785
1557,Kepler-421 b,704.1984,18.88378806,45.0875,0.6579,2455325.767
1558,Kepler-427 b,10.290994,19.21697194,43.70486111,0.1789,2454970.022
1559,Kepler-43 b,3.024095,19.01605833,46.66822222,0.121917,2454965.416
1560,Kepler-433 b,5.33408384,19.83957583,40.97722222,0.2574,2454964.982
1561,Kepler-434 b,12.8747099,19.57242528,42.92888889,0.0953,2455003.023
1562,Kepler-435 b,8.6001536,19.48582194,43.19722222,0.3751,2455010.642
1563,Kepler-436 b,64.00205,20.11472222,44.41205556,0.194583,2454967.043
1564,Kepler-436 c,16.79713874,20.11471667,44.41205556,0.13492,2454967.042
1565,Kepler-437 b,66.65062,19.82315944,44.02694722,0.232917,2455670.688
1566,Kepler-438 b,35.23319,18.77638611,41.95109167,0.145,2455673.031
1567,Kepler-439 b,178.1396,18.72010556,44.034,0.399583,2455399.399
1568,Kepler-44 b,3.24674,20.00682333,45.76213889,0.134083,2454966.378
1569,Kepler-440 b,101.11141,19.02333056,41.45219444,0.33125,2455756.299
1570,Kepler-441 b,207.2482,18.971125,49.01255556,0.252083,2455667.776
1571,Kepler-442 b,112.3053,19.02443889,39.28008333,0.234167,2455849.558
1572,Kepler-443 b,177.6693,19.24070278,49.96863889,0.372917,2455630.246
1573,Kepler-445 b,2.984151,19.91573833,46.49833333,0.04293,2454966.119
1574,Kepler-445 c,4.871229,19.91573833,46.49833333,0.0512,2454966.641
1575,Kepler-445 d,8.15275,19.91573833,46.49833333,0.0578,2454836.751
1576,Kepler-446 b,1.565409,18.81668083,44.92111111,0.0269,2454965.914
1577,Kepler-446 c,3.036179,18.81668083,44.92111111,0.0393,2454967.07
1578,Kepler-446 d,5.148921,18.81668083,44.92111111,0.0368,2454966.32
1579,Kepler-447 b,7.79430132,19.01790556,48.56,0.04729,2454970.26
1580,Kepler-448 b,17.8552333,19.83024778,41.01083333,0.2824,2454979.596
1581,Kepler-45 b,2.455239,19.52485972,41.06425,0.0454625,2455003.821
1582,Kepler-458 c,20.74028413,19.80302778,46.32869444,0.432721,2454975.799
1583,Kepler-46 b,33.60134,19.28458306,42.60416667,0.168264,2455053.294
1584,Kepler-460 c,220.1303357,19.23165833,40.65136111,0.89354,2455078.986
1585,Kepler-461 b,8.31378306,19.48327222,46.16486111,0.124696,2455008.992
1586,Kepler-462 b,84.6879808,19.98807778,43.81427778,0.417563,2454983.569
1587,Kepler-463 b,8.98101683,19.92913611,44.85791667,0.078071,2454969.649
1588,Kepler-464 b,7.25696522,19.65567778,48.98236111,0.202662,2454967.023
1589,Kepler-465 b,9.94067247,18.97038056,46.06383333,0.162525,2454968.215
1590,Kepler-466 b,51.07926307,19.70991389,48.49555556,0.265537,2455018.181
1591,Kepler-466 c,3.70921385,19.70991389,48.49555556,0.106563,2454966.984
1592,Kepler-467 b,24.99324193,19.15752222,38.64961111,0.246179,2454971.682
1593,Kepler-468 b,38.47875707,19.26015,49.3705,0.210769,2454984.853
1594,Kepler-470 b,24.66919569,19.80063056,50.37230556,0.288271,2454965.864
1595,Kepler-471 b,5.01423457,19.93983611,43.49758333,0.192147,2454966.174
1596,Kepler-472 b,4.17625551,19.76828611,39.24977778,0.154217,2454966.09
1597,Kepler-473 b,14.55731705,19.10867222,38.94561111,0.32385,2454978.095
1598,Kepler-474 b,5.66067294,19.4881,43.88116667,0.194675,2454970.416
1599,Kepler-475 b,3.10550819,19.13678056,40.21152778,0.07171,2454966.21
1600,Kepler-476 b,14.00640607,19.67758889,43.96305556,0.195038,2454975.209
1601,Kepler-477 b,11.11990653,19.20450556,42.35536111,0.138733,2454972.753
1602,Kepler-478 b,13.2217576,19.49913056,46.19622222,0.121121,2454972.57
1603,Kepler-479 b,12.49341307,19.40145556,37.76980556,0.093258,2454971.462
1604,Kepler-480 b,4.9195838,19.63092778,49.76505556,0.174483,2454967.603
1605,Kepler-481 b,10.06082567,19.46046944,49.26205556,0.190758,2454971.968
1606,Kepler-482 b,56.35418576,19.78819444,48.10755556,0.1371,2454977.836
1607,Kepler-483 b,30.229104,19.44311667,41.88466667,0.269408,2454967.52
1608,Kepler-484 b,10.04556931,18.95961944,46.24908333,0.133275,2454962.093
1609,Kepler-485 b,3.2432598,19.66642222,50.47005556,0.126499,2454966.669
1610,Kepler-486 b,30.36044667,18.99199722,49.267,0.250804,2454981.092
1611,Kepler-487 b,15.3587684,19.68581389,41.22197222,0.172717,2454965.385
1612,Kepler-487 c,38.6519976,19.68581389,41.22197222,0.264,2454997.049
1613,Kepler-488 b,3.12082923,18.86441111,48.34508333,0.090829,2454972.466
1614,Kepler-489 b,17.27629612,19.38887778,38.18433333,0.164305,2454966.839
1615,Kepler-49 b,7.2037945,19.48630583,40.59177778,0.124025,2455003.288
1616,Kepler-49 c,10.9129343,19.48630583,40.59177778,0.119071,2455002.849
1617,Kepler-49 d,2.576549,19.48631111,40.59178889,0.0665417,2455005.129
1618,Kepler-49 e,18.596108,19.48631111,40.59178889,0.0901667,2454974.264
1619,Kepler-490 b,3.26869515,19.66837778,46.956,0.143881,2454970.482
1620,Kepler-491 b,4.22538451,19.14203889,42.35016667,0.117429,2454970.561
1621,Kepler-492 b,11.72012266,19.69977778,42.53788889,0.124854,2454975.174
1622,Kepler-493 b,3.00387658,19.68716944,38.88163889,0.135771,2454967.711
1623,Kepler-494 b,8.02511821,19.81427222,41.66402778,0.221621,2454965.469
1624,Kepler-495 b,3.41303622,19.06204722,39.09813889,0.108647,2454965.443
1625,Kepler-496 b,8.30864937,19.442725,41.24105556,0.13421,2454971.109
1626,Kepler-497 b,3.57320367,19.38439167,38.92794444,0.120154,2454967.934
1627,Kepler-498 b,9.61375356,19.35720833,44.51875,0.197104,2454965.185
1628,Kepler-499 b,5.63252845,19.67399722,43.91519444,0.08971,2454966.818
1629,Kepler-5 b,3.54846,19.96046722,44.03502778,0.190602,2454955.901
1630,Kepler-50 b,7.8125124,19.20672694,50.03372222,0.176829,2455005.632
1631,Kepler-50 c,9.3761368,19.20672694,50.03372222,0.108425,2454969.969
1632,Kepler-500 b,8.5083244,19.73009167,43.85205556,0.145971,2454967.787
1633,Kepler-501 b,5.64067757,19.81343611,41.73019444,0.1209,2454971.556
1634,Kepler-502 b,4.28686431,19.40534167,43.86019444,0.184296,2454971.615
1635,Kepler-503 b,7.25844721,19.37576667,38.70766667,0.239287,2454971.345
1636,Kepler-504 b,9.54927542,18.99478889,45.97238889,0.073842,2455008.757
1637,Kepler-505 b,27.52197994,19.19054167,42.54263889,0.1696,2455022.824
1638,Kepler-506 b,6.8834055,18.97567778,40.71983333,0.086046,2455005.663
1639,Kepler-507 b,3.56809693,19.80125556,50.40897222,0.135229,2455002.744
1640,Kepler-508 b,25.30889748,19.69362222,42.98141667,0.236788,2455004.506
1641,Kepler-509 b,41.74600392,19.31096111,48.70619444,0.191908,2455043.399
1642,Kepler-51 b,45.1555023,19.76531833,49.93766667,0.240792,2454992.104
1643,Kepler-51 c,85.3128662,19.76531833,49.93766667,0.116037,2455128.321
1644,Kepler-510 b,19.55659418,19.177,39.24427778,0.336896,2455022.044
1645,Kepler-511 b,296.637865,18.86304722,47.57486111,0.675962,2455236.673
1646,Kepler-512 b,34.43587975,19.88459722,48.91675,0.242775,2455026.039
1647,Kepler-513 b,28.86235584,19.00277778,50.07538889,0.216842,2455011.485
1648,Kepler-514 b,5.65179605,19.08314722,50.24241667,0.122038,2455005.279
1649,Kepler-515 b,19.96371318,19.36626111,52.05561111,0.103438,2455011.306
1650,Kepler-516 b,24.85462415,19.70725278,38.73572222,0.373279,2455007.001
1651,Kepler-517 b,60.92832271,19.57835556,41.29536111,0.263592,2455006.371
1652,Kepler-518 b,8.51203588,19.13933056,41.37386111,0.091317,2455007.91
1653,Kepler-519 b,24.3078946,19.95463611,41.38463889,0.108254,2455011.364
1654,Kepler-52 b,7.8773565,19.11586889,49.97575,0.100929,2455009.377
1655,Kepler-52 c,16.3850021,19.11586889,49.97575,0.130217,2455005.725
1656,Kepler-52 d,36.445171,19.11586944,49.97575,0.173042,2454984.601
1657,Kepler-520 b,19.67416124,19.54535556,41.61775,0.149938,2455009.27
1658,Kepler-520 c,5.21104261,19.54535556,41.61775,0.137546,2454964.54
1659,Kepler-521 b,22.20813214,19.92109167,43.99802778,0.305104,2455039.359
1660,Kepler-522 b,38.58422849,19.21026667,44.06883333,0.432012,2455007.833
1661,Kepler-523 b,5.83598311,18.93740833,45.50686111,0.085837,2455002.875
1662,Kepler-524 b,7.97419807,19.79061389,49.16205556,0.223354,2455007.528
1663,Kepler-524 c,1.88897906,19.79061389,49.16205556,0.13525,2454965.097
1664,Kepler-525 b,18.68404933,19.74556111,47.35875,0.28779,2455003.832
1665,Kepler-526 b,5.45849832,19.84339444,47.39630556,0.168108,2455005.089
1666,Kepler-527 b,13.28535633,19.39719444,47.40627778,0.257504,2455002.862
1667,Kepler-528 b,19.78297415,19.71232222,47.74808333,0.227754,2455010.723
1668,Kepler-529 b,1.98035766,19.059225,47.88038889,0.101383,2455003.139
1669,Kepler-529 c,12.8345022,19.059225,47.88038889,0.136108,2454971.325
1670,Kepler-53 b,18.6489525,19.36411833,40.56244444,0.186729,2455007.776
1671,Kepler-53 c,38.5583038,19.36411833,40.56244444,0.209008,2454996.848
1672,Kepler-53 d,9.751962,19.36411944,40.56246111,0.174583,2454971.785
1673,Kepler-530 b,39.30941904,18.88935278,48.54905556,0.240967,2455004.335
1674,Kepler-531 b,29.88485741,19.10165278,48.68361111,0.190033,2455006.194
1675,Kepler-532 b,12.92491623,19.91072778,48.60636111,0.109271,2455003.786
1676,Kepler-533 b,28.51120525,19.57905,48.82513889,0.190767,2455020.364
1677,Kepler-534 b,15.95994513,19.76123611,49.54011111,0.181888,2455004.522
1678,Kepler-535 b,4.90332155,19.77110833,49.69625,0.119579,2455005.901
1679,Kepler-536 b,1.8270823,19.84909167,49.63716667,0.0815275,2455003.526
1680,Kepler-537 b,3.24755522,19.325375,51.27708333,0.103483,2455004.277
1681,Kepler-538 b,81.73780699,19.83246111,49.62344444,0.279187,2455044.679
1682,Kepler-539 b,125.63243,19.94149722,41.86675,0,2455588.871
1683,Kepler-54 b,8.0109434,19.65159583,43.05627778,0.142204,2455003.206
1684,Kepler-54 c,12.0717249,19.65159583,43.05627778,0.207242,2454976.448
1685,Kepler-54 d,20.995694,19.6516,43.0563,0.112417,2454985.32
1686,Kepler-540 b,172.7049784,19.37501667,44.87397222,0.469971,2455069.923
1687,Kepler-541 b,5.08005848,19.60997778,38.45825,0.219113,2455007.428
1688,Kepler-542 b,13.14497566,19.48100556,38.54858333,0.14985,2455007.846
1689,Kepler-543 b,13.89961966,19.14791389,38.8625,0.148471,2455015.865
1690,Kepler-544 b,21.41616926,19.60193889,39.05183333,0.29537,2455009.251
1691,Kepler-545 b,13.24934059,19.37108611,40.69205556,0.185975,2455012.521
1692,Kepler-546 b,4.14702026,18.88383889,40.9905,0.120704,2455003.326
1693,Kepler-547 b,6.01038429,19.07457778,44.34527778,0.092679,2455007.085
1694,Kepler-548 b,4.45419434,19.99372778,45.43966667,0.096658,2455005.82
1695,Kepler-549 b,42.9495649,18.86818611,47.26113889,0.222787,2454986.738
1696,Kepler-549 c,117.040498,18.86818611,47.26113889,0.35604,2455078.616
1697,Kepler-55 b,27.9481449,19.0112225,44.02644444,0.14555,2455011.796
1698,Kepler-55 c,42.1516418,19.0112225,44.02644444,0.21904,2454971.993
1699,Kepler-55 d,2.211099,19.01121944,44.02646111,0.0685,2455003.149
1700,Kepler-55 e,4.617534,19.01121944,44.02646111,0.0888333,2454968.043
1701,Kepler-55 f,10.198545,19.01121944,44.02646111,0.0905417,2454970.917
1702,Kepler-550 b,8.60010411,19.84668333,47.86375,0.167713,2455005.529
1703,Kepler-551 b,12.3764661,19.03233611,48.05433333,0.114725,2455012.405
1704,Kepler-552 b,5.26341577,19.38317778,48.242,0.090742,2455007.351
1705,Kepler-553 b,4.03046804,19.90338889,48.33244444,0.116733,2455004.092
1706,Kepler-553 c,328.2399546,19.90338889,48.33244444,0.505296,2455032.204
1707,Kepler-554 b,1.90220856,19.76045556,51.35816667,0.0919888,2455003.45
1708,Kepler-555 b,16.21775407,19.03445556,38.93241667,0.2054,2455013.042
1709,Kepler-556 b,11.72292176,19.36863056,38.94266667,0.17396,2455010.319
1710,Kepler-557 b,3.70598955,19.58056389,41.61513889,0.212663,2455002.943
1711,Kepler-558 b,29.00790538,18.97719167,42.65266667,0.201079,2455003.554
1712,Kepler-559 b,17.58752333,19.77578889,43.80280556,0.182588,2455009.077
1713,Kepler-56 b,10.5034294,19.58389,41.87186111,0.564171,2454968.559
1714,Kepler-56 c,21.4050484,19.58389,41.87186111,0.461654,2454980.093
1715,Kepler-560 b,18.47764449,20.01373889,45.01813889,0.078238,2455018.269
1716,Kepler-561 b,58.3620495,19.58313889,45.10722222,0.261912,2455029.555
1717,Kepler-561 c,5.35016198,19.58313889,45.10722222,0.09346,2455028.76
1718,Kepler-562 b,18.00931444,19.34130833,46.27380556,0.207138,2455015.441
1719,Kepler-563 b,22.18432708,19.49641944,46.28977778,0.127346,2455007.597
1720,Kepler-564 b,3.75083228,19.789225,46.62641667,0.0816304,2455004.152
1721,Kepler-565 b,4.24374723,18.90786389,47.19669444,0.14033,2455006.563
1722,Kepler-566 b,18.42794624,19.43696667,47.81447222,0.119592,2455011.44
1723,Kepler-567 b,16.54297375,19.84484167,48.30230556,0.161354,2455002.649
1724,Kepler-568 b,11.02347475,19.87371389,48.40113889,0.05921,2455004.115
1725,Kepler-569 b,34.18890521,18.90048611,48.55261111,0.2216,2455026.389
1726,Kepler-57 b,5.7293196,19.57608556,44.65702778,0.0466042,2454971.558
1727,Kepler-57 c,11.6092567,19.57608556,44.65702778,0.0711417,2454966.991
1728,Kepler-570 b,4.301662,19.36250556,48.79188889,0.086246,2455005.31
1729,Kepler-571 b,4.79859939,19.1034,49.41875,0.124912,2455006.258
1730,Kepler-572 b,17.20523483,19.41473889,50.58130556,0.150879,2455008.058
1731,Kepler-573 b,22.18329658,19.30141111,51.23730556,0.210858,2455002.497
1732,Kepler-574 b,7.65880414,19.34980278,52.14913889,0.1274,2455006.039
1733,Kepler-575 b,9.37891944,19.130925,37.82969444,0.137683,2455009.452
1734,Kepler-576 b,29.91136794,19.67886111,38.65422222,0.28483,2455027.707
1735,Kepler-577 b,25.69578251,19.64746111,39.07375,0.163704,2455021.79
1736,Kepler-578 b,1.6168837,19.25033056,39.56366667,0.066021,2455002.803
1737,Kepler-579 b,9.66857723,19.66680278,39.95291667,0.098787,2455007.535
1738,Kepler-58 b,10.2184954,19.75724361,39.11516667,0.183196,2454969.87
1739,Kepler-58 c,15.5741568,19.75724361,39.11516667,0.212554,2454965.432
1740,Kepler-58 d,40.101371,19.75723889,39.11518889,0.226792,2454965.718
1741,Kepler-580 b,8.22241966,18.89998889,40.55280556,0.112687,2455005.956
1742,Kepler-581 b,40.6069821,19.69551944,40.64825,0.23829,2455032.258
1743,Kepler-582 b,18.49235668,19.83357778,41.05702778,0.147071,2455006.499
1744,Kepler-583 b,6.5100253,18.80742222,42.3545,0.138758,2455005.916
1745,Kepler-584 b,35.1810304,19.21537222,42.41361111,0.30721,2455003.1
