value,label,per,ra,dec,t14,tt
695,Kepler-1472 b,38.1312831,19.65684444,49.05747222,0.26437,2454992.367
696,Kepler-1473 b,14.4273551,19.37577222,48.99608333,0.1621,2454971.841
697,Kepler-1474 b,36.4333452,19.64626944,45.86683333,0.17554,2454965.911
698,Kepler-1475 b,82.177374,19.72988611,44.75311111,0.38187,2455030.193
699,Kepler-1476 b,10.35863224,18.96880556,43.98994444,0.10725,2454971.304
700,Kepler-1477 b,11.55530021,18.75323611,42.68575,0.11662,2454967.131
701,Kepler-1478 b,26.0840594,19.54433889,41.74622222,0.28021,2454982.448
702,Kepler-1479 b,14.53261362,19.04746111,49.70666667,0.100329,2454973.468
703,Kepler-148 b,1.729366,19.31908056,46.85878889,0.0732083,2454966.819
704,Kepler-148 c,4.180043,19.31908056,46.85878889,0.103417,2455006.719
705,Kepler-148 d,51.84688575,19.31908056,46.85877778,0.199117,2455003.081
706,Kepler-1480 b,22.12679948,19.46665278,49.30180556,0.15358,2454977.935
707,Kepler-1481 b,5.94220998,19.29593056,49.73122222,0.094737,2454966.814
708,Kepler-1482 b,12.25383217,19.02091944,48.72525,0.09221,2454976.703
709,Kepler-1483 b,9.5085156,19.69398611,42.15083333,0.18254,2454973.559
710,Kepler-1484 b,30.4549136,19.51228611,38.12627778,0.25596,2454973.763
711,Kepler-1485 b,19.9157725,19.87302778,44.73705556,0.25642,2454972.373
712,Kepler-1486 b,54.6495759,19.37269167,45.43972222,0.35021,2455009.03
713,Kepler-1487 b,7.31946363,19.699875,38.6445,0.20163,2454970.219
714,Kepler-1488 b,39.8189932,19.10976111,49.93777778,0.44992,2454999.647
715,Kepler-1489 b,82.294751,18.75305556,44.46541667,0.29204,2455045.007
716,Kepler-149 b,29.198943,19.05691111,38.38411944,0.211417,2455018.44
717,Kepler-149 c,55.328328,19.05691111,38.38411944,0.2895,2455019.327
718,Kepler-149 d,160.018032,19.05691111,38.38411944,0.214583,2455084.283
719,Kepler-1490 b,92.4362973,19.71290556,42.6095,0.23787,2454996.588
720,Kepler-1491 b,16.5861762,19.57531667,45.74063889,0.28746,2454966.279
721,Kepler-1492 b,16.75255007,19.23980556,41.03641667,0.13267,2454964.595
722,Kepler-1493 b,15.0217983,19.23661111,38.56522222,0.18988,2454976.702
723,Kepler-1494 b,91.080482,18.84382778,43.16252778,0.4021,2455046.759
724,Kepler-1495 b,85.273256,19.07538333,38.77963889,0.39425,2455015.368
725,Kepler-1496 b,64.6588017,19.59826111,45.35069444,0.31454,2455003.178
726,Kepler-1497 b,8.74199772,19.74640833,45.63433333,0.17904,2454968.422
727,Kepler-1498 b,48.051405,18.98520833,44.91677778,0.31825,2454973.501
728,Kepler-1499 b,44.2008,18.93242222,41.65041667,0.19492,2454996.225
729,Kepler-15 b,4.942782,19.74670694,49.14008333,0.120624,2454969.329
730,Kepler-150 b,3.428054,19.21561111,40.5209,0.0962083,2454965.368
731,Kepler-150 c,7.381998,19.21561111,40.5209,0.130167,2455006.071
732,Kepler-150 d,12.56093,19.21561111,40.5209,0.156833,2454999.796
733,Kepler-150 e,30.826557,19.21561111,40.5209,0.227292,2454986.01
734,Kepler-1500 b,15.0330105,19.25888889,39.74458333,0.22567,2454964.904
735,Kepler-1501 b,14.5564533,19.3279,42.00144444,0.1904,2454974.043
736,Kepler-1502 b,41.7083629,19.74052778,39.31991667,0.35004,2454986.539
737,Kepler-1503 b,96.16987,19.58181111,42.80675,0.31129,2455003.257
738,Kepler-1504 b,82.304003,19.31413333,50.12822222,0.57679,2454992.038
739,Kepler-1505 b,30.8609366,19.46680278,41.78697222,0.17121,2454971.315
740,Kepler-1506 b,14.0329154,19.343325,41.46458333,0.28517,2454971.063
741,Kepler-1507 b,16.0506213,19.23743611,46.53605556,0.12246,2454974.733
742,Kepler-1508 b,20.7056504,19.87459167,40.37505556,0.37621,2454972.985
743,Kepler-1509 b,25.4338197,18.91985556,46.931,0.26767,2454976.129
744,Kepler-151 b,15.228958,19.47751944,41.02323889,0.110208,2455009.56
745,Kepler-151 c,24.674612,19.47751944,41.02323889,0.125583,2454979.771
746,Kepler-1510 b,84.703921,19.93060833,48.25783333,0.43529,2454985.186
747,Kepler-1511 b,23.2382792,19.22808056,43.17980556,0.34129,2454976.541
748,Kepler-1512 b,20.35972599,19.28496667,44.47025,0.07985,2454967.291
749,Kepler-1513 b,160.8846509,19.31944167,39.28527778,0.448067,2455110.504
750,Kepler-1514 b,217.8317626,19.50849722,37.86013889,0.887654,2455071.82
751,Kepler-1515 b,214.3114164,19.39826111,48.17816667,0.673892,2455169.331
752,Kepler-1516 b,7.25931979,19.43297222,44.5235,0.25825,2454964.712
753,Kepler-1517 b,5.54608367,19.18714722,43.18877778,0.099704,2454966.503
754,Kepler-1518 b,5.11177904,20.02215833,44.98613889,0.1233,2454966.756
755,Kepler-1519 b,240.7989397,19.77786111,49.46186111,0.68508,2455167.142
756,Kepler-152 b,18.207973,19.12436944,41.98908056,0.1565,2455018.842
757,Kepler-152 c,88.255055,19.12436944,41.98908056,0.168167,2454986.78
758,Kepler-1520 b,0.65355357,19.39774722,51.50472222,0.064162,2454965.059
759,Kepler-1521 b,47.14840805,19.51268611,37.835,0.127783,2455008.268
760,Kepler-1522 b,1.84788917,19.32288056,52.07016667,0.078892,2454965.2
761,Kepler-1523 b,0.93875077,19.73693611,45.82705556,0.057921,2454964.682
762,Kepler-1524 b,70.9674603,19.59236111,39.51980556,0.287467,2455015.667
763,Kepler-1525 b,2.41660118,19.37063333,49.94302778,0.0819,2454964.537
764,Kepler-1526 b,3.908632,19.00798056,38.86641667,0.076779,2454966.93
765,Kepler-1527 b,160.129918,19.82762778,46.06080556,0.549,2455036.48
766,Kepler-1528 b,1.79111021,19.16019722,46.57397222,0.08742,2454964.958
767,Kepler-1529 b,5.33905686,19.32471389,41.04072222,0.068779,2454965.142
768,Kepler-153 b,18.870227,18.8307,48.25711944,0.128125,2455011.71
769,Kepler-153 c,46.90232,18.8307,48.25711944,0.159417,2454987.307
770,Kepler-1530 b,2.5904434,19.21083333,48.16516667,0.090075,2454965.287
771,Kepler-1530 c,5.3227406,19.21083333,48.16516667,0.10713,2454966.22
772,Kepler-1531 b,1.13854338,19.00977222,39.37080556,0.087175,2454965.466
773,Kepler-1532 b,1.09366356,19.79352222,41.19819444,0.061829,2454965.473
774,Kepler-1533 b,308.5471,19.73170278,44.71344444,0.76933,2455129.068
775,Kepler-1534 b,5.71668872,19.493025,43.86908333,0.08163,2454969.322
776,Kepler-1535 b,138.9442,19.10758056,38.89197222,0.43567,2454986.91
777,Kepler-1536 b,364.758031,19.43901111,45.71577778,0.54192,2454968.462
778,Kepler-1537 b,1.4444538,19.62569444,43.82547222,0.040617,2454965.806
779,Kepler-1538 b,175.138819,18.88971389,45.27444444,0.44442,2455129.04
780,Kepler-1539 b,133.3036741,18.94796111,44.26855556,0.309,2455000.756
781,Kepler-154 b,33.040532,19.3187,49.89653056,0.139792,2454994.221
782,Kepler-154 c,62.303276,19.3187,49.89653056,0.312917,2455012.094
783,Kepler-154 d,20.54981883,19.31870278,49.89652778,0.227442,2455011.946
784,Kepler-154 e,3.93276465,19.31870278,49.89652778,0.121525,2454967.651
785,Kepler-154 f,9.91935684,19.31870278,49.89652778,0.1767,2454969.877
786,Kepler-1540 b,125.4131177,18.88963333,41.20175,0.092225,2455028.627
787,Kepler-1541 b,8.40691199,18.91913333,48.02955556,0.078271,2454966.427
788,Kepler-1542 b,3.95116882,19.04856667,42.65452778,0.107983,2454967.222
789,Kepler-1542 c,2.89223021,19.04856667,42.65452778,0.10863,2454965.865
790,Kepler-1542 d,5.99273738,19.04856667,42.65452778,0.106192,2454964.749
791,Kepler-1542 e,5.10115756,19.04856667,42.65452778,0.10896,2454965.424
792,Kepler-1543 b,6.96710269,19.80828611,47.03702778,0.15179,2454971.242
793,Kepler-1544 b,168.811174,19.819,49.21244444,0.271,2455044.441
794,Kepler-1545 b,163.692349,19.92658333,47.46308333,0.28567,2455071.767
795,Kepler-1546 b,19.5974971,19.83893056,41.54122222,0.16954,2454968.255
796,Kepler-1547 b,0.69297968,18.91760556,42.22216667,0.04508,2454964.8
797,Kepler-1548 b,124.828679,19.16475,46.08066667,0.26392,2455041.785
798,Kepler-1549 b,214.886545,19.07016111,39.09605556,0.4212,2455046.387
799,Kepler-155 b,5.931194,19.23306111,51.08193889,0.0987917,2455007.797
800,Kepler-155 c,52.661793,19.23306111,51.08193889,0.132833,2455016.517
801,Kepler-1550 b,225.582809,19.18430278,38.29469444,0.46587,2455105.798
802,Kepler-1551 b,24.4973698,19.71903333,39.90791667,0.21171,2454966.923
803,Kepler-1552 b,184.771853,19.44512222,38.87491667,0.40442,2455050.362
804,Kepler-1553 b,4.24261881,19.46127778,39.02227778,0.11075,2454968.031
805,Kepler-1554 b,198.088774,19.10507778,41.74147222,0.33838,2455152.731
806,Kepler-1555 b,8.10501635,19.17569722,45.71605556,0.18512,2454968.885
807,Kepler-1556 b,8.82713457,19.22646667,40.21319444,0.08692,2454972.735
808,Kepler-1557 b,3.74032496,19.59209444,46.83888889,0.10163,2454967.703
809,Kepler-1558 b,3.50470358,19.12129167,46.91169444,0.0837,2454966.725
810,Kepler-1559 b,0.97191543,19.48577222,42.07244444,0.06788,2454965.165
811,Kepler-156 b,4.973456,19.3531,37.74948889,0.0657917,2455003.885
812,Kepler-156 c,15.906801,19.3531,37.74948889,0.166,2455010.933
813,Kepler-1560 b,3.03195744,19.518975,43.21597222,0.06904,2454966.99
814,Kepler-1561 b,1.00520701,19.79490556,43.56647222,0.0675,2454965.455
815,Kepler-1562 b,64.2737752,19.63038056,46.74361111,0.4065,2455019.71
816,Kepler-1563 b,3.43276598,19.23823889,51.47275,0.17317,2454965.914
817,Kepler-1564 b,18.0540381,19.37240833,46.64269444,0.18371,2454980.799
818,Kepler-1565 b,1.53818844,19.86353056,40.80680556,0.070925,2454965.489
819,Kepler-1566 b,0.53991524,18.90584167,40.57491667,0.04746,2454964.552
820,Kepler-1567 b,153.979578,19.11301389,40.29180556,0.37475,2454998.49
821,Kepler-1568 b,20.925392,19.27884444,47.87338889,0.27571,2454967.895
822,Kepler-1569 b,5.79180156,19.48031389,37.22122222,0.13637,2454966.358
823,Kepler-157 b,1.732342,19.40648056,38.87561111,0.0910833,2454967.53
824,Kepler-157 c,13.5405,19.40648056,38.87561111,0.188083,2455004.68
825,Kepler-157 d,7.02573474,19.40648056,38.87561111,0.087975,2454966.63
826,Kepler-1570 b,26.548955,19.99078889,45.82736111,0.33246,2454970.239
827,Kepler-1571 b,3.38555488,20.06236111,45.59655556,0.07975,2454966.978
828,Kepler-1572 b,5.49548621,18.79315278,46.72263889,0.10463,2454966.638
829,Kepler-1573 b,2.6157554,19.53255556,49.48497222,0.10996,2454964.982
830,Kepler-1574 b,6.9424334,19.47724444,49.63775,0.1413,2454968.96
831,Kepler-1575 b,2.55314213,19.58288333,45.76158333,0.07742,2454965.452
832,Kepler-1576 b,6.98471973,19.27159722,40.36602778,0.11346,2454968.995
833,Kepler-1577 b,6.30560247,19.53035278,47.57311111,0.10283,2454964.531
834,Kepler-1578 b,1.45088691,19.22013333,47.77555556,0.07421,2454965.23
835,Kepler-1579 b,0.84990789,19.55253333,43.515,0.045521,2454964.672
836,Kepler-158 b,16.709184,18.93548056,39.78133056,0.115208,2455007.756
837,Kepler-158 c,28.551383,18.93548056,39.78133056,0.177,2455018.477
838,Kepler-1580 b,56.6449279,19.06458056,41.36355556,0.62829,2454971.783
839,Kepler-1581 b,6.28385491,19.15808333,39.60358333,0.17183,2454966.2
840,Kepler-1582 b,4.83817712,19.29177778,41.15861111,0.0525,2454968.147
841,Kepler-1583 b,9.32807355,19.09246111,47.01663889,0.164,2454965.853
842,Kepler-1584 b,13.3997099,19.18417778,43.27441667,0.14717,2454964.847
843,Kepler-1585 b,3.5827463,19.74393333,44.56311111,0.06421,2454967.949
844,Kepler-1586 b,15.6049212,19.880175,44.92583333,0.18837,2454964.994
845,Kepler-1587 b,9.4060467,19.51184722,49.66391667,0.21504,2454970.717
846,Kepler-1588 b,7.84931739,19.21551389,48.00216667,0.15567,2454967.877
847,Kepler-1589 b,0.99166527,19.62945278,40.57169444,0.09908,2454964.535
848,Kepler-159 b,10.139623,19.80468056,40.86878889,0.112167,2455011.449
849,Kepler-159 c,43.595792,19.80468056,40.86878889,0.214708,2455027.545
850,Kepler-1590 b,7.61760804,19.42718611,48.01788889,0.14496,2454970.496
851,Kepler-1591 b,8.18504949,19.76777778,44.60861111,0.17558,2454967.554
852,Kepler-1592 b,3.05710069,19.59004444,38.39775,0.14679,2454967.501
853,Kepler-1593 b,174.509835,20.03254444,44.46066667,0.29575,2455034.473
854,Kepler-1594 b,2.71603809,19.57487222,47.96191667,0.07746,2454965.359
855,Kepler-1595 b,4.56380468,19.04818056,43.00947222,0.0967,2454965.263
856,Kepler-1596 b,66.373379,19.03716667,49.33008333,0.46587,2455007.016
857,Kepler-1597 b,2.94654179,19.21093056,42.48108333,0.1367,2454965.415
858,Kepler-1598 b,4.34195123,19.23127222,46.78366667,0.11233,2454967.185
859,Kepler-1599 b,122.363553,19.08139167,41.15125,0.3883,2454967.333
860,Kepler-160 b,4.309427,19.1849,42.86928056,0.125917,2454967.033
861,Kepler-160 c,13.699087,19.1849,42.86928056,0.200292,2455004.487
862,Kepler-1600 b,386.370548,19.426625,38.78775,0.4562,2455285.875
863,Kepler-1601 b,2.20921951,19.03419722,38.07975,0.1138,2454964.908
864,Kepler-1602 b,11.17931605,19.57205833,40.42747222,0.12679,2454964.641
865,Kepler-1603 b,2.27163926,19.68865556,42.53497222,0.16846,2454964.828
866,Kepler-1604 b,0.68368426,19.027375,44.41222222,0.041638,2454964.66
867,Kepler-1605 b,85.7565495,19.142325,47.48861111,0.24175,2454995.719
868,Kepler-1606 b,196.435224,19.09188333,43.07325,0.35842,2455006.705
869,Kepler-1607 b,13.6473676,19.737325,42.65605556,0.32371,2454965.236
870,Kepler-1608 b,16.4735686,19.70423611,39.41761111,0.17629,2454975.685
871,Kepler-1609 b,114.34219,19.34310278,39.66583333,0.54171,2455049.741
872,Kepler-161 b,4.921355,19.36776944,43.08381944,0.0780417,2455007.299
873,Kepler-161 c,7.06424,19.36776944,43.08381944,0.0562917,2454968.379
874,Kepler-1610 b,8.70181574,19.727,45.40544444,0.12579,2454971.244
875,Kepler-1611 b,5.1762429,19.76746944,49.72777778,0.2146,2454966.744
876,Kepler-1612 b,3.91795101,19.41668611,45.65508333,0.10775,2454965.864
877,Kepler-1613 b,1.5184299,19.32500278,43.42097222,0.14225,2454965.131
878,Kepler-1614 b,3.9466141,18.99142222,49.77591667,0.11817,2454965.246
879,Kepler-1615 b,47.3126192,19.09061389,42.22747222,0.44383,2454979.325
880,Kepler-1616 b,6.76284377,19.10290833,45.30486111,0.24467,2454968.68
881,Kepler-1617 b,27.4785572,19.19581389,46.4185,0.34604,2454981.629
882,Kepler-1618 b,6.10826019,19.67835833,45.93091667,0.15204,2454964.88
883,Kepler-1619 b,23.6225913,19.04689722,44.422,0.27267,2454979.96
884,Kepler-162 b,6.919798,19.81858889,43.72401944,0.139125,2454967.119
885,Kepler-162 c,19.446355,19.81858889,43.72401944,0.146958,2455003.102
886,Kepler-1620 b,101.951829,19.81805833,46.92841667,0.24954,2455039.351
887,Kepler-1621 b,92.263714,19.83923333,43.84122222,0.41092,2454979.424
888,Kepler-1622 b,10.8118737,19.82192778,47.81547222,0.10879,2454970.132
889,Kepler-1623 b,4.36128348,19.60551389,39.55611111,0.08575,2454965.527
890,Kepler-1624 b,3.29030452,19.505325,37.37641667,0.072938,2454964.909
891,Kepler-1625 b,287.378949,19.69528889,39.88655556,0.78692,2455181.83
892,Kepler-1626 b,4.13962966,19.76669722,40.72122222,0.13683,2454967.042
893,Kepler-1627 b,7.20283653,18.93711111,41.57672222,0.12025,2454968.194
894,Kepler-1628 b,76.378033,18.77558056,43.41158333,0.20633,2454979.346
895,Kepler-1629 b,3.87595807,18.68044167,43.77430556,0.09275,2454967.844
896,Kepler-163 b,7.810937,19.66685,46.98733056,0.139958,2454965.304
897,Kepler-163 c,21.347262,19.66685,46.98733056,0.156875,2455004.736
898,Kepler-1630 b,509.997402,19.83388611,43.71094444,0.35337,2455109.731
899,Kepler-1631 b,4.09513932,19.64217222,43.80766667,0.08038,2454964.677
900,Kepler-1632 b,448.303558,19.63299167,43.91361111,0.52971,2455398.176
901,Kepler-1633 b,186.404271,19.23434722,44.92322222,0.4358,2455049.221
902,Kepler-1634 b,374.876239,19.60289444,45.13977778,0.472,2455324.063
903,Kepler-1635 b,469.63111,19.02326667,45.55619444,0.56483,2455255.495
904,Kepler-1636 b,425.47785,19.60384167,46.44102778,0.74367,2454982.065
905,Kepler-1637 b,6.10960324,18.81578889,48.15430556,0.23271,2454966.81
906,Kepler-1638 b,259.33683,19.69882778,48.52444444,0.66579,2454998.691
907,Kepler-1639 b,9.878482,18.87124167,48.80208333,0.12837,2454967.416
908,Kepler-164 b,5.03503,19.18538889,47.62991111,0.0687083,2454965.655
909,Kepler-164 c,10.945723,19.18538889,47.62991111,0.125167,2455009.72
910,Kepler-164 d,28.986769,19.18538889,47.62991111,0.1435,2454967.783
911,Kepler-1640 b,7.5844126,19.63719167,40.8505,0.1588,2454970.849
912,Kepler-1641 b,19.672266,19.75729722,41.57452778,0.19858,2454967.306
913,Kepler-1641 c,32.657212,19.75729722,41.57452778,0.24925,2454985.875
914,Kepler-1642 b,12.2057513,19.81414444,43.64372222,0.10225,2454967.13
915,Kepler-1642 c,6.6513802,19.81414444,43.64372222,0.088983,2454968.276
916,Kepler-1643 b,5.34264507,20.02873333,44.751,0.10004,2454967.38
917,Kepler-1644 b,21.0907758,19.03166944,48.03494444,0.19287,2454966.962
918,Kepler-1645 b,16.1779561,19.83196389,48.41858333,0.21954,2454965.336
919,Kepler-1646 b,4.48558383,19.16842778,42.91291667,0.0342,2454968.432
920,Kepler-165 b,8.180848,18.71273056,47.80973889,0.119542,2455009.701
921,Kepler-165 c,15.31299,18.71273056,47.80973889,0.126167,2455004.792
922,Kepler-166 b,7.650254,19.54401111,48.88118889,0.114542,2455004.971
923,Kepler-166 c,34.260281,19.54401111,48.88118889,0.201667,2455016.227
924,Kepler-166 d,1.55400393,19.54401111,48.88119444,0.073733,2455002.83
925,Kepler-167 b,4.393147,19.51056111,38.34538889,0.1005,2455005.867
926,Kepler-167 c,7.406097,19.51056111,38.34538889,0.120583,2454967.074
927,Kepler-168 b,4.425391,19.64733889,39.8251,0.146417,2454967.561
928,Kepler-168 c,13.193242,19.64733889,39.8251,0.205667,2455008.609
929,Kepler-169 b,3.250619,19.06666111,40.91931944,0.0889583,2454966.692
930,Kepler-169 c,6.195469,19.06666111,40.91931944,0.127333,2454967.716
931,Kepler-169 d,8.348125,19.06666111,40.91931944,0.11625,2454969.841
932,Kepler-169 e,13.767102,19.06666111,40.91931944,0.121333,2455007.811
933,Kepler-169 f,87.090195,19.06666111,40.91931944,0.263042,2455020.318
934,Kepler-17 b,1.4857108,19.89301833,47.815,0.0948333,2455185.678
935,Kepler-170 b,7.930592,18.96808056,41.6296,0.153333,2455002.516
936,Kepler-170 c,16.665863,18.96808056,41.6296,0.175,2455013.202
937,Kepler-171 b,4.166972,19.78478889,41.75553889,0.114208,2455002.714
938,Kepler-171 c,11.463462,19.78478889,41.75553889,0.106917,2454970.384
939,Kepler-171 d,39.595519,19.78478889,41.75553889,0.263125,2455001.119
940,Kepler-172 b,2.940309,18.89123056,41.82186111,0.108125,2455002.903
941,Kepler-172 c,6.388996,18.89123056,41.82186111,0.141208,2455008.474
942,Kepler-172 d,14.627119,18.89123056,41.82186111,0.147542,2454969.237
943,Kepler-172 e,35.118736,18.89123056,41.82186111,0.148292,2454985.119
944,Kepler-173 b,4.263742,19.64311111,41.88411111,0.0942083,2454966.72
945,Kepler-173 c,8.005777,19.64311111,41.88411111,0.130375,2455003.503
946,Kepler-174 b,13.98179,19.16261111,43.83208889,0.122417,2455014.974
947,Kepler-174 c,44.000529,19.16261111,43.83208889,0.215708,2455043.759
948,Kepler-174 d,247.35373,19.16261111,43.83208889,0.365542,2455197.159
949,Kepler-175 b,11.903515,19.30355,43.87618056,0.175625,2455011.341
950,Kepler-175 c,34.035257,19.30355,43.87618056,0.294042,2454967.423
951,Kepler-176 b,5.433074,19.64453056,43.85326111,0.100292,2454971.37
952,Kepler-176 c,12.759712,19.64453056,43.85326111,0.147542,2455003.311
953,Kepler-176 d,25.751974,19.64453056,43.85326111,0.118875,2454969.45
954,Kepler-176 e,51.16579,19.64453056,43.85325,0.19646,2455005.308
955,Kepler-178 b,9.576694,19.14006944,46.89648056,0.140708,2455009.681
956,Kepler-178 c,20.552802,19.14006944,46.89648056,0.091875,2454978.026
957,Kepler-178 d,96.678988,19.14006944,46.89648056,0.2615,2454973.178
958,Kepler-179 b,2.735926,19.91091944,47.76203889,0.0827917,2455004.094
959,Kepler-179 c,6.40013,19.91091944,47.76203889,0.07675,2455007.023
960,Kepler-18 b,3.504725,19.87196306,44.74636111,0.0865,2454966.507
961,Kepler-18 c,7.64159,19.87196306,44.74636111,0.145333,2455167.088
962,Kepler-18 d,14.85888,19.87196306,44.74636111,0.153292,2455169.178
963,Kepler-180 b,13.817124,19.70476111,49.77458056,0.155833,2454968.04
964,Kepler-180 c,41.885775,19.70476111,49.77458056,0.260042,2455011.687
965,Kepler-181 b,3.137873,19.74343056,50.09581111,0.0786667,2454966.556
966,Kepler-181 c,4.302149,19.74343056,50.09581111,0.081875,2455006.437
967,Kepler-182 b,9.825792,19.32201111,50.58623889,0.206708,2454964.424
968,Kepler-182 c,20.684342,19.32201111,50.58623889,0.267333,2455003.188
969,Kepler-183 b,5.687945,19.56871944,39.31588889,0.09225,2454966.956
970,Kepler-183 c,11.637071,19.56871944,39.31588889,0.137042,2455011.843
971,Kepler-184 b,10.687576,19.46346111,43.07471111,0.134208,2455002.932
972,Kepler-184 c,20.303005,19.46346111,43.07471111,0.181167,2455009.802
973,Kepler-184 d,29.022358,19.46346111,43.07471111,0.165042,2455031.368
974,Kepler-185 b,1.6329,18.83121111,43.88991111,0.0649583,2454967.548
975,Kepler-185 c,20.729042,18.83121111,43.88991111,0.115875,2455018.436
976,Kepler-186 b,3.8867907,19.91018056,43.95501944,0.0794583,2454966.33
977,Kepler-186 c,7.267302,19.91018056,43.95501944,0.096375,2455007.314
978,Kepler-186 d,13.342996,19.91018056,43.95501944,0.1166,2455009.905
979,Kepler-186 e,22.407793,19.91018056,43.95501944,0.140417,2454986.801
980,Kepler-187 b,4.938864,19.98643056,44.08931111,0.178292,2454968.952
981,Kepler-187 c,10.640263,19.98643056,44.08931111,0.220167,2455012.774
982,Kepler-188 b,2.061897,18.75198056,44.31553056,0.074625,2454966.199
983,Kepler-188 c,5.996553,18.75198056,44.31553056,0.134625,2455005.503
984,Kepler-189 b,10.399931,19.17098056,44.305,0.142375,2454974.511
985,Kepler-189 c,20.134866,19.17098056,44.305,0.148542,2455004.366
986,Kepler-19 b,9.2869944,19.36138944,37.85177778,0.140215,2454959.706
987,Kepler-190 b,2.019999,19.23893889,44.7338,0.075875,2455003.069
988,Kepler-190 c,3.763024,19.23893889,44.7338,0.064,2454965.595
989,Kepler-191 b,9.939632,19.41223056,45.32316944,0.121542,2454964.585
990,Kepler-191 c,17.738506,19.41223056,45.32316944,0.117542,2454981.989
991,Kepler-191 d,5.94504102,19.412225,45.32316667,0.107129,2455003.473
992,Kepler-192 b,9.926746,19.19453056,45.59286944,0.1575,2455008.685
993,Kepler-192 c,21.2234,19.19453056,45.59286944,0.205833,2455003.375
994,Kepler-192 d,6.47027579,19.19452778,45.59288889,0.13504,2454969.507
995,Kepler-193 b,11.38848,19.76656944,46.57723889,0.15075,2455007.551
996,Kepler-193 c,50.697494,19.76656944,46.57723889,0.254792,2454974.323
997,Kepler-194 b,2.092281,19.46476111,47.86416944,0.0979583,2454966.06
998,Kepler-194 c,17.308032,19.46476111,47.86416944,0.206708,2455009.942
999,Kepler-194 d,52.814973,19.46476111,47.86416944,0.304167,2454997.903
1000,Kepler-195 b,8.307872,19.20806111,47.96666944,0.13125,2455004.171
1001,Kepler-195 c,34.096863,19.20806111,47.96666944,0.162667,2454986.817
1002,Kepler-196 b,20.739886,18.9979,42.0792,0.125583,2455006.218
1003,Kepler-196 c,47.427737,18.9979,42.0792,0.213083,2455049.554
1004,Kepler-197 b,5.599308,19.68176111,50.55898056,0.153375,2455004.473
1005,Kepler-197 c,10.349695,19.68176111,50.55898056,0.177125,2455007.064
1006,Kepler-197 d,15.677563,19.68176111,50.55898056,0.221917,2455012.469
1007,Kepler-197 e,25.209715,19.68176111,50.55898056,0.262417,2454987.413
1008,Kepler-198 b,17.790037,19.37821111,38.69101111,0.186583,2455015.436
1009,Kepler-198 c,49.567416,19.37821111,38.69101111,0.152833,2455002.54
1010,Kepler-198 d,1.31184443,19.37820833,38.691,0.073871,2454966.109
1011,Kepler-199 b,23.637604,19.70396111,40.23626944,0.206417,2455005.648
1012,Kepler-199 c,67.093408,19.70396111,40.23626944,0.288792,2454979.566
1013,Kepler-20 b,3.6961219,19.17986778,42.33869444,0.0908956,2454967.5
1014,Kepler-20 c,10.854092,19.17986778,42.33869444,0.136905,2454971.608
1015,Kepler-20 d,77.61184,19.17986778,42.33869444,0.263749,2454997.727
1016,Kepler-20 e,6.098493,19.17986778,42.33869444,0.105835,2454968.934
1017,Kepler-20 f,19.57706,19.17986778,42.33869444,0.138872,2454968.219
1018,Kepler-200 b,8.594805,18.96066111,41.23746111,0.14725,2455004.63
1019,Kepler-200 c,10.222157,18.96066111,41.23746111,0.04625,2454968.891
1020,Kepler-201 b,25.672083,19.57506944,41.27281944,0.234458,2455025.097
1021,Kepler-201 c,151.884058,19.57506944,41.27281944,0.54125,2455009.418
1022,Kepler-202 b,4.069427,18.86488889,41.32201111,0.086125,2455004.016
1023,Kepler-202 c,16.282493,18.86488889,41.32201111,0.118875,2455013.796
1024,Kepler-203 b,3.162697,19.806,41.38803056,0.0791667,2455002.642
1025,Kepler-203 c,5.370647,19.806,41.38803056,0.0839167,2455005.237
1026,Kepler-203 d,11.32972,19.806,41.38803056,0.166333,2454966.969
1027,Kepler-204 b,14.400974,19.02315,41.76191944,0.16275,2455007.986
1028,Kepler-204 c,25.660593,19.02315,41.76191944,0.182625,2454988.152
1029,Kepler-205 b,2.75564,19.01913889,41.86116944,0.0811667,2455003.845
1030,Kepler-205 c,20.306546,19.01913889,41.86116944,0.119708,2455005.656
1031,Kepler-206 b,7.781987,19.44231111,41.83386111,0.151833,2454966.59
1032,Kepler-206 c,13.137471,19.44231111,41.83386111,0.198667,2455003.228
1033,Kepler-206 d,23.44281,19.44231111,41.83386111,0.224542,2454985.01
1034,Kepler-207 b,1.611865,19.33536944,42.16605,0.124958,2454966.57
1035,Kepler-207 c,3.071571,19.33536944,42.16605,0.169875,2454966.304
1036,Kepler-207 d,5.868075,19.33536944,42.16605,0.165417,2455003.322
1037,Kepler-208 b,4.22864,19.59268056,42.52796944,0.137833,2455003.742
1038,Kepler-208 c,7.466623,19.59268056,42.52796944,0.16175,2454965.774
1039,Kepler-208 d,11.131786,19.59268056,42.52796944,0.171583,2454956.295
1040,Kepler-208 e,16.259458,19.59268056,42.52796944,0.16825,2454945.014
1041,Kepler-209 b,16.087845,19.4113,42.64081111,0.119917,2455005.813
1042,Kepler-209 c,41.749882,19.4113,42.64081111,0.234583,2454986.84
1043,Kepler-21 b,2.785755,19.15744722,38.71394722,0.143278,2455039.8
1044,Kepler-210 b,2.453234,19.50023056,43.08315,0.07275,2455003.892
1045,Kepler-210 c,7.972513,19.50023056,43.08315,0.120917,2455004.584
